order_detail_id,order_date,product_id,customer_id,territory_id,sales_order_number,sales_order_line_number,quantity,unitprice_rupiah,totalprice_rupiah,totalcost_rupiah,shippingprice_rupiah,product_name,model_name,color,size_range,sub_category,category,customer_name,gender,maritalstatus,birthdate,customer_city,customer_country,origin_region,origin_country,origin_groups
SO51399-1,2018-07-14,353,11191.0,4,SO51399,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Kristi Perez,F,S,1965-12-18,Colma,United States,Southwest,United States,North America
SO51408-4,2018-07-15,484,11247.0,10,SO51408,4,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Claudia Zhou,F,S,1976-06-06,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO51408-3,2018-07-15,480,11247.0,10,SO51408,3,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Claudia Zhou,F,S,1976-06-06,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO51408-2,2018-07-15,537,11247.0,10,SO51408,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Claudia Zhou,F,S,1976-06-06,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO51408-1,2018-07-15,363,11247.0,10,SO51408,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Claudia Zhou,F,S,1976-06-06,Lancaster,United Kingdom,United Kingdom,United Kingdom,Europe
SO51409-3,2018-07-15,483,11417.0,7,SO51409,3,1,1680000.0,1680000.0,628320.0,42000.0,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Lacey Zheng,F,M,1965-02-26,Pantin,France,France,France,Europe
SO51409-2,2018-07-15,485,11417.0,7,SO51409,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Lacey Zheng,F,M,1965-02-26,Pantin,France,France,France,Europe
SO51409-1,2018-07-15,353,11417.0,7,SO51409,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Lacey Zheng,F,M,1965-02-26,Pantin,France,France,France,Europe
SO51411-5,2018-07-15,225,11239.0,10,SO51411,5,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Latoya Goel,F,M,1978-10-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO51411-4,2018-07-15,222,11239.0,10,SO51411,4,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Latoya Goel,F,M,1978-10-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO51411-3,2018-07-15,477,11239.0,10,SO51411,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Latoya Goel,F,M,1978-10-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO51411-2,2018-07-15,478,11239.0,10,SO51411,2,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Latoya Goel,F,M,1978-10-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO51411-1,2018-07-15,363,11239.0,10,SO51411,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Latoya Goel,F,M,1978-10-06,London,United Kingdom,United Kingdom,United Kingdom,Europe
SO51416-2,2018-07-15,217,11550.0,10,SO51416,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Deb Torres,F,S,1988-08-08,Oxford,United Kingdom,United Kingdom,United Kingdom,Europe
SO51416-1,2018-07-15,585,11550.0,10,SO51416,1,1,10392900.0,10392900.0,6460227.0,259823.0,"Touring-3000 Blue, 44",Touring-3000,Blue,42-46 CM,Touring Bikes,Bikes,Deb Torres,F,S,1988-08-08,Oxford,United Kingdom,United Kingdom,United Kingdom,Europe
SO51417-1,2018-07-15,355,11281.0,4,SO51417,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 42",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Megan Barnes,F,S,1983-10-10,Burbank,United States,Southwest,United States,North America
SO51417-2,2018-07-15,477,11281.0,4,SO51417,2,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Megan Barnes,F,S,1983-10-10,Burbank,United States,Southwest,United States,North America
SO51417-3,2018-07-15,478,11281.0,4,SO51417,3,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Megan Barnes,F,S,1983-10-10,Burbank,United States,Southwest,United States,North America
SO51417-4,2018-07-15,484,11281.0,4,SO51417,4,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Megan Barnes,F,S,1983-10-10,Burbank,United States,Southwest,United States,North America
SO51420-2,2018-07-15,528,11109.0,9,SO51420,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Ruben Kapoor,M,S,1983-11-05,South Melbourne,Australia,Australia,Australia,Pacific
SO51420-3,2018-07-15,537,11109.0,9,SO51420,3,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Ruben Kapoor,M,S,1983-11-05,South Melbourne,Australia,Australia,Australia,Pacific
SO51420-4,2018-07-15,485,11109.0,9,SO51420,4,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Ruben Kapoor,M,S,1983-11-05,South Melbourne,Australia,Australia,Australia,Pacific
SO51420-5,2018-07-15,483,11109.0,9,SO51420,5,1,1680000.0,1680000.0,628320.0,42000.0,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Ruben Kapoor,M,S,1983-11-05,South Melbourne,Australia,Australia,Australia,Pacific
SO51420-1,2018-07-15,363,11109.0,9,SO51420,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Ruben Kapoor,M,S,1983-11-05,South Melbourne,Australia,Australia,Australia,Pacific
SO51421-1,2018-07-15,361,11010.0,9,SO51421,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Jacquelyn Suarez,F,S,1984-02-06,East Brisbane,Australia,Australia,Australia,Pacific
SO51427-3,2018-07-16,214,11243.0,10,SO51427,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Red",Sport-100,Red,NA,Helmets,Accessories,Robin Alvarez,F,M,1977-10-09,Esher-Molesey,United Kingdom,United Kingdom,United Kingdom,Europe
SO51427-2,2018-07-16,537,11243.0,10,SO51427,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Robin Alvarez,F,M,1977-10-09,Esher-Molesey,United Kingdom,United Kingdom,United Kingdom,Europe
SO51427-1,2018-07-16,361,11243.0,10,SO51427,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Robin Alvarez,F,M,1977-10-09,Esher-Molesey,United Kingdom,United Kingdom,United Kingdom,Europe
SO51428-3,2018-07-16,467,12308.0,7,SO51428,3,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, L",Half-Finger Gloves,Black,L,Gloves,Clothing,Margaret He,F,M,1974-04-25,Metz,France,France,France,Europe
SO51428-2,2018-07-16,540,12308.0,7,SO51428,2,1,456400.0,456400.0,170694.0,11410.0,HL Road Tire,HL Road Tire,NA,NA,Tires and Tubes,Accessories,Margaret He,F,M,1974-04-25,Metz,France,France,France,Europe
SO51428-1,2018-07-16,378,12308.0,7,SO51428,1,1,34206900.0,34206900.0,21769271.0,855173.0,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Margaret He,F,M,1974-04-25,Metz,France,France,France,Europe
SO51429-2,2018-07-16,487,11316.0,6,SO51429,2,1,769860.0,769860.0,287928.0,19247.0,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Luke Allen,M,M,1973-11-17,Langford,Canada,Canada,Canada,North America
SO51429-1,2018-07-16,361,11316.0,6,SO51429,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 42",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Luke Allen,M,M,1973-11-17,Langford,Canada,Canada,Canada,North America
SO51430-1,2018-07-16,357,11275.0,4,SO51430,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Jenny Rai,F,M,1954-01-18,Colma,United States,Southwest,United States,North America
SO51430-2,2018-07-16,485,11275.0,4,SO51430,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Jenny Rai,F,M,1954-01-18,Colma,United States,Southwest,United States,North America
SO51430-3,2018-07-16,222,11275.0,4,SO51430,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Jenny Rai,F,M,1954-01-18,Colma,United States,Southwest,United States,North America
SO51431-5,2018-07-16,225,11063.0,1,SO51431,5,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Angela Murphy,F,S,1995-04-07,Redmond,United States,Northwest,United States,North America
SO51431-4,2018-07-16,490,11063.0,1,SO51431,4,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, L",Short-Sleeve Classic Jersey,Yellow,L,Jerseys,Clothing,Angela Murphy,F,S,1995-04-07,Redmond,United States,Northwest,United States,North America
SO51431-3,2018-07-16,478,11063.0,1,SO51431,3,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Angela Murphy,F,S,1995-04-07,Redmond,United States,Northwest,United States,North America
SO51431-2,2018-07-16,477,11063.0,1,SO51431,2,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Angela Murphy,F,S,1995-04-07,Redmond,United States,Northwest,United States,North America
SO51431-1,2018-07-16,363,11063.0,1,SO51431,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Angela Murphy,F,S,1995-04-07,Redmond,United States,Northwest,United States,North America
SO51432-2,2018-07-16,485,11092.0,9,SO51432,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Cheryl Diaz,F,M,1987-05-06,East Brisbane,Australia,Australia,Australia,Pacific
SO51432-1,2018-07-16,353,11092.0,9,SO51432,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Cheryl Diaz,F,M,1987-05-06,East Brisbane,Australia,Australia,Australia,Pacific
SO51441-2,2018-07-17,484,12124.0,7,SO51441,2,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Brandi Gill,F,S,1977-02-08,Paris,France,France,France,Europe
SO51441-1,2018-07-17,378,12124.0,7,SO51441,1,1,34206900.0,34206900.0,21769271.0,855173.0,"Road-250 Black, 52",Road-250,Black,48-52 CM,Road Bikes,Bikes,Brandi Gill,F,S,1977-02-08,Paris,France,France,France,Europe
SO51444-1,2018-07-17,353,11272.0,4,SO51444,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Lauren Martinez,F,S,1976-11-10,Beverly Hills,United States,Southwest,United States,North America
SO51444-2,2018-07-17,485,11272.0,4,SO51444,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Lauren Martinez,F,S,1976-11-10,Beverly Hills,United States,Southwest,United States,North America
SO51444-3,2018-07-17,487,11272.0,4,SO51444,3,1,769860.0,769860.0,287928.0,19247.0,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Lauren Martinez,F,S,1976-11-10,Beverly Hills,United States,Southwest,United States,North America
SO51445-1,2018-07-17,357,11088.0,4,SO51445,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Hunter Davis,M,M,1977-11-25,San Diego,United States,Southwest,United States,North America
SO51445-2,2018-07-17,485,11088.0,4,SO51445,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Hunter Davis,M,M,1977-11-25,San Diego,United States,Southwest,United States,North America
SO51445-3,2018-07-17,463,11088.0,4,SO51445,3,1,342860.0,342860.0,128230.0,8572.0,"Half-Finger Gloves, S",Half-Finger Gloves,Black,S,Gloves,Clothing,Hunter Davis,M,M,1977-11-25,San Diego,United States,Southwest,United States,North America
SO51447-2,2018-07-17,485,11107.0,9,SO51447,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Bianca Lin,F,M,1979-09-09,St. Leonards,Australia,Australia,Australia,Pacific
SO51447-3,2018-07-17,217,11107.0,9,SO51447,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Bianca Lin,F,M,1979-09-09,St. Leonards,Australia,Australia,Australia,Pacific
SO51447-1,2018-07-17,353,11107.0,9,SO51447,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Bianca Lin,F,M,1979-09-09,St. Leonards,Australia,Australia,Australia,Pacific
SO51448-2,2018-07-17,537,11080.0,9,SO51448,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Damien Chander,M,M,1979-07-17,Perth,Australia,Australia,Australia,Pacific
SO51448-3,2018-07-17,528,11080.0,9,SO51448,3,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,Damien Chander,M,M,1979-07-17,Perth,Australia,Australia,Australia,Pacific
SO51448-1,2018-07-17,357,11080.0,9,SO51448,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 46",Mountain-200,Silver,42-46 CM,Mountain Bikes,Bikes,Damien Chander,M,M,1979-07-17,Perth,Australia,Australia,Australia,Pacific
SO51450-2,2018-07-17,483,11452.0,9,SO51450,2,1,1680000.0,1680000.0,628320.0,42000.0,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Erika Rubio,F,S,1993-11-05,Caloundra,Australia,Australia,Australia,Pacific
SO51450-1,2018-07-17,363,11452.0,9,SO51450,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Erika Rubio,F,S,1993-11-05,Caloundra,Australia,Australia,Australia,Pacific
SO51460-1,2018-07-18,359,11041.0,4,SO51460,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Amanda Carter,F,M,1997-10-16,Glendale,United States,Southwest,United States,North America
SO51460-2,2018-07-18,485,11041.0,4,SO51460,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Amanda Carter,F,M,1997-10-16,Glendale,United States,Southwest,United States,North America
SO51460-3,2018-07-18,471,11041.0,4,SO51460,3,1,889000.0,889000.0,332486.0,22225.0,"Classic Vest, S",Classic Vest,Blue,S,Vests,Clothing,Amanda Carter,F,M,1997-10-16,Glendale,United States,Southwest,United States,North America
SO51461-3,2018-07-18,237,14146.0,10,SO51461,3,1,699860.0,699860.0,538892.0,17497.0,"Long-Sleeve Logo Jersey, XL",Long-Sleeve Logo Jersey,Multi,XL,Jerseys,Clothing,Toni Sara,F,M,1979-07-22,Gateshead,United Kingdom,United Kingdom,United Kingdom,Europe
SO51461-2,2018-07-18,222,14146.0,10,SO51461,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Blue",Sport-100,Blue,NA,Helmets,Accessories,Toni Sara,F,M,1979-07-22,Gateshead,United Kingdom,United Kingdom,United Kingdom,Europe
SO51461-1,2018-07-18,586,14146.0,10,SO51461,1,1,10392900.0,10392900.0,6460227.0,259823.0,"Touring-3000 Blue, 50",Touring-3000,Blue,48-52 CM,Touring Bikes,Bikes,Toni Sara,F,M,1979-07-22,Gateshead,United Kingdom,United Kingdom,United Kingdom,Europe
SO51468-2,2018-07-19,483,11259.0,1,SO51468,2,1,1680000.0,1680000.0,628320.0,42000.0,Hitch Rack - 4-Bike,Hitch Rack - 4-Bike,NA,NA,Bike Racks,Accessories,Victoria Stewart,F,M,1985-03-27,Salem,United States,Northwest,United States,North America
SO51468-1,2018-07-19,359,11259.0,1,SO51468,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Victoria Stewart,F,M,1985-03-27,Salem,United States,Northwest,United States,North America
SO51469-1,2018-07-19,363,11168.0,4,SO51469,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,David Rodriguez,M,S,1988-05-15,Oakland,United States,Southwest,United States,North America
SO51469-2,2018-07-19,528,11168.0,4,SO51469,2,1,69860.0,69860.0,26128.0,1747.0,Mountain Tire Tube,Mountain Tire Tube,NA,NA,Tires and Tubes,Accessories,David Rodriguez,M,S,1988-05-15,Oakland,United States,Southwest,United States,North America
SO51469-3,2018-07-19,537,11168.0,4,SO51469,3,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,David Rodriguez,M,S,1988-05-15,Oakland,United States,Southwest,United States,North America
SO51469-4,2018-07-19,485,11168.0,4,SO51469,4,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,David Rodriguez,M,S,1988-05-15,Oakland,United States,Southwest,United States,North America
SO51469-5,2018-07-19,480,11168.0,4,SO51469,5,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,David Rodriguez,M,S,1988-05-15,Oakland,United States,Southwest,United States,North America
SO51482-1,2018-07-20,359,11484.0,8,SO51482,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Erick Sai,M,S,1992-03-06,Neunkirchen,Germany,Germany,Germany,Europe
SO51482-2,2018-07-20,537,11484.0,8,SO51482,2,1,490000.0,490000.0,183260.0,12250.0,HL Mountain Tire,HL Mountain Tire,NA,NA,Tires and Tubes,Accessories,Erick Sai,M,S,1992-03-06,Neunkirchen,Germany,Germany,Germany,Europe
SO51482-3,2018-07-20,217,11484.0,8,SO51482,3,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Erick Sai,M,S,1992-03-06,Neunkirchen,Germany,Germany,Germany,Europe
SO51489-1,2018-07-20,359,11289.0,4,SO51489,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Maria Carter,F,M,1981-03-07,Downey,United States,Southwest,United States,North America
SO51489-2,2018-07-20,485,11289.0,4,SO51489,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Maria Carter,F,M,1981-03-07,Downey,United States,Southwest,United States,North America
SO51489-4,2018-07-20,484,11289.0,4,SO51489,4,1,111300.0,111300.0,41626.0,2783.0,Bike Wash - Dissolver,Bike Wash,NA,NA,Cleaners,Accessories,Maria Carter,F,M,1981-03-07,Downey,United States,Southwest,United States,North America
SO51489-3,2018-07-20,480,11289.0,4,SO51489,3,1,32060.0,32060.0,11991.0,802.0,Patch Kit/8 Patches,Patch kit,NA,NA,Tires and Tubes,Accessories,Maria Carter,F,M,1981-03-07,Downey,United States,Southwest,United States,North America
SO51490-1,2018-07-20,359,11171.0,4,SO51490,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 38",Mountain-200,Black,38-40 CM,Mountain Bikes,Bikes,Jonathan Hill,M,S,1987-10-09,Woodland Hills,United States,Southwest,United States,North America
SO51490-2,2018-07-20,485,11171.0,4,SO51490,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Jonathan Hill,M,S,1987-10-09,Woodland Hills,United States,Southwest,United States,North America
SO51490-3,2018-07-20,478,11171.0,4,SO51490,3,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Jonathan Hill,M,S,1987-10-09,Woodland Hills,United States,Southwest,United States,North America
SO51490-4,2018-07-20,487,11171.0,4,SO51490,4,1,769860.0,769860.0,287928.0,19247.0,Hydration Pack - 70 oz.,Hydration Pack,Silver,70,Hydration Packs,Accessories,Jonathan Hill,M,S,1987-10-09,Woodland Hills,United States,Southwest,United States,North America
SO51491-1,2018-07-20,363,11075.0,9,SO51491,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Felicia Jimenez,F,S,1977-11-16,Bendigo,Australia,Australia,Australia,Pacific
SO51492-2,2018-07-20,485,11018.0,9,SO51492,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Clarence Rai,M,S,1964-10-09,Bendigo,Australia,Australia,Australia,Pacific
SO51492-1,2018-07-20,353,11018.0,9,SO51492,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Clarence Rai,M,S,1964-10-09,Bendigo,Australia,Australia,Australia,Pacific
SO51493-2,2018-07-20,485,11001.0,9,SO51493,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51493-3,2018-07-20,477,11001.0,9,SO51493,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51493-4,2018-07-20,478,11001.0,9,SO51493,4,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51493-5,2018-07-20,491,11001.0,9,SO51493,5,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, XL",Short-Sleeve Classic Jersey,Yellow,XL,Jerseys,Clothing,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51493-6,2018-07-20,225,11001.0,9,SO51493,6,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51493-1,2018-07-20,353,11001.0,9,SO51493,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Eugene Huang,M,S,1985-05-14,Seaford,Australia,Australia,Australia,Pacific
SO51505-1,2018-07-21,363,11053.0,4,SO51505,1,1,32129860.0,32129860.0,17527738.0,803247.0,"Mountain-200 Black, 46",Mountain-200,Black,42-46 CM,Mountain Bikes,Bikes,Ana Price,F,M,2000-08-20,San Diego,United States,Southwest,United States,North America
SO51505-2,2018-07-21,217,11053.0,4,SO51505,2,1,489860.0,489860.0,183208.0,12247.0,"Sport-100 Helmet, Black",Sport-100,Black,NA,Helmets,Accessories,Ana Price,F,M,2000-08-20,San Diego,United States,Southwest,United States,North America
SO51512-5,2018-07-22,489,11403.0,7,SO51512,5,1,755860.0,755860.0,582012.0,18897.0,"Short-Sleeve Classic Jersey, M",Short-Sleeve Classic Jersey,Yellow,M,Jerseys,Clothing,Nancy Schmidt,F,S,1989-01-09,Saint Ouen,France,France,France,Europe
SO51512-4,2018-07-22,225,11403.0,7,SO51512,4,1,125860.0,125860.0,96912.0,3147.0,AWC Logo Cap,Cycling Cap,Multi,NA,Caps,Clothing,Nancy Schmidt,F,S,1989-01-09,Saint Ouen,France,France,France,Europe
SO51512-3,2018-07-22,477,11403.0,7,SO51512,3,1,69860.0,69860.0,26128.0,1747.0,Water Bottle - 30 oz.,Water Bottle,NA,NA,Bottles and Cages,Accessories,Nancy Schmidt,F,S,1989-01-09,Saint Ouen,France,France,France,Europe
SO51512-2,2018-07-22,478,11403.0,7,SO51512,2,1,139860.0,139860.0,52308.0,3497.0,Mountain Bottle Cage,Mountain Bottle Cage,NA,NA,Bottles and Cages,Accessories,Nancy Schmidt,F,S,1989-01-09,Saint Ouen,France,France,France,Europe
SO51512-1,2018-07-22,353,11403.0,7,SO51512,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Nancy Schmidt,F,S,1989-01-09,Saint Ouen,France,France,France,Europe
SO51516-1,2018-07-22,353,11237.0,8,SO51516,1,1,32479860.0,32479860.0,17718673.0,811997.0,"Mountain-200 Silver, 38",Mountain-200,Silver,38-40 CM,Mountain Bikes,Bikes,Clarence Anand,M,S,1978-09-23,Solingen,Germany,Germany,Germany,Europe
SO51520-2,2018-07-22,485,11015.0,4,SO51520,2,1,307720.0,307720.0,115087.0,7693.0,Fender Set - Mountain,Fender Set - Mountain,NA,NA,Fenders,Accessories,Chloe Young,F,S,1999-02-27,Burbank,United States,Southwest,United States,North America
